"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"exposure_metal_working_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Metal working/welding yourself?",,"PX061101","number",,,,"[exposure_metal_working_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_metal_working_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Metal working/welding? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_metal_working] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_metal_working_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Metal working/welding?",,"PX061101","number",1,24,,"[exposure_metal_working_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_metal_working_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Metal working/welding?",,"PX061101","number",,,,"[exposure_metal_working_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_inside","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Broiling, smoking, grilling or frying inside the house or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_grilling_inside_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Broiling, smoking, grilling or frying inside the house yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_grilling_inside] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_inside_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Broiling, smoking, grilling or frying inside the house yourself?",,"PX061101","number",1,24,,"[exposure_grilling_inside_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_inside_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Broiling, smoking, grilling or frying inside the house yourself?",,"PX061101","number",1,24,,"[exposure_grilling_inside_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_inside_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Broiling, smoking, grilling or frying inside the house? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_grilling_inside] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_inside_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Broiling, smoking, grilling or frying inside the house?",,"PX061101","number",1,24,,"[exposure_grilling_inside_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_inside_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Broiling, smoking, grilling or frying inside the house?",,"PX061101","number",1,60,,"[exposure_grilling_inside_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_outside","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Have you used Broiling, smoking, grilling or frying outside the house or has someone used near you in the last 48 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,,,,,,"",""
"exposure_grilling_outside_self","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Did you handle Broiling, smoking, grilling or frying outside the house yourself? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_grilling_outside] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_outside_self_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours did you handle Broiling, smoking, grilling or frying outside the house yourself?",,"PX061101","number",1,24,,"[exposure_grilling_outside_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_outside_self_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes did you handle Broiling, smoking, grilling or frying outside the house yourself?",,"PX061101","number",1,60,,"[exposure_grilling_outside_self] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_outside_nearby","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","Were you near somebody else who handled Broiling, smoking, grilling or frying outside the house? If Yes, for how long?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX061101",,,,,"[exposure_grilling_outside] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_outside_nearby_hours","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many hours were you near somebody else who handled Broiling, smoking, grilling or frying outside the house?",,"PX061101","number",1,24,,"[exposure_grilling_outside_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"exposure_grilling_outside_nearby_minutes","px061101_phenx_air_contaminants_in_the_home_environment",,"text","How many minutes were you near somebody else who handled Broiling, smoking, grilling or frying outside the house?",,"PX061101","number",1,60,,"[exposure_grilling_outside_nearby] = 'UNDEFINED_CODE'",,,,,"",""
"park_car_garage_carport","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","During the last 48 hours (the study period) did you or anyone else park a car or other motor vehicle in","UNDEFINED_CODE,A garage attached to your home|UNDEFINED_CODE_1,A detached garage|UNDEFINED_CODE_2,A carport attached to your home","PX061101",,,,,,,,,,"",""
"start_car_garage_carport","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","During the last 48 hours (the study period) did you or anyone else start a car or other motor vehicle in","UNDEFINED_CODE,A garage attached to your home|UNDEFINED_CODE_1,A detached garage|UNDEFINED_CODE_2,A carport attached to your home","PX061101",,,,,,,,,,"",""
"park_diesel_vehicle","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","During the last 48 hours (the study period) was there any diesel vehicles parked around the house?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Don't know","PX061101",,,,,,,,,,"",""
"operate_near_diesel_vehicle","px061101_phenx_air_contaminants_in_the_home_environment",,"radio","During the last 48 hours (the study period) have you operated or been near diesel engines, (e.g. bus terminal, truck stop)?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No|UNDEFINED_CODE_2,Don't know","PX061101",,,,,,,,,,"",""
